features,k,n,max_depth,min_leaf,auc_loocv,acc_loocv,sens,spec
"hba1c_pct,snap_sural_nerve,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,npsi,nf155_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,npsi,nf186_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf155_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf155_mean_nm,nf186_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf155_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf155_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,npsi,nf155_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,npsi,nf186_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf155_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf155_mean_nm,nf186_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf155_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf155_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf155_mean_nm,nf186_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf155_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,2,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
nf155_mean_nm,1,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
nf186_mean_nm,1,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,nf155_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,nf186_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf155_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf186_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nf155_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nf186_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nf155_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nf186_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf155_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf186_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf155_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf186_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf155_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf186_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nf155_mean_nm,nf186_mean_nm",2,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,ienfd_per_mm,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,ienfd_per_mm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,nf155_mean_nm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,npsi,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,npsi,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,ienfd_per_mm,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,ienfd_per_mm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf155_mean_nm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nf155_mean_nm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,ienfd_per_mm,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,ienfd_per_mm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf155_mean_nm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"npsi,ienfd_per_mm,nf155_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"npsi,ienfd_per_mm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf155_mean_nm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",3,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,snap_sural_nerve,nf155_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,snap_sural_nerve,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,nis_ll,nf155_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,nis_ll,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,npsi,nf155_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,npsi,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,nis_ll,nf155_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,nis_ll,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,npsi,nf155_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,npsi,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,npsi,nf155_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,npsi,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,npsi,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,npsi,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,npsi,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,ienfd_per_mm,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,ienfd_per_mm,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nis_ll,nf155_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nis_ll,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,npsi,nf155_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,npsi,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,npsi,nf155_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,npsi,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,npsi,nf155_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,npsi,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf155_mean_nm,nf186_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf155_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,3,4,0.9655870445344129,0.84375,0.8947368421052632,0.7692307692307693
"age,duration_months",2,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,sex,duration_months",3,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,hba1c_pct",3,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,snap_sural_nerve",3,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,nis_ll",3,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,sas",3,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,npsi",3,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,ienfd_per_mm",3,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,sex,duration_months,ienfd_per_mm",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,hba1c_pct,snap_sural_nerve",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,hba1c_pct,nis_ll",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,hba1c_pct,sas",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,hba1c_pct,npsi",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,hba1c_pct,ienfd_per_mm",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,snap_sural_nerve,nis_ll",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,snap_sural_nerve,sas",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,snap_sural_nerve,npsi",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,snap_sural_nerve,ienfd_per_mm",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,nis_ll,sas",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,nis_ll,npsi",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,nis_ll,ienfd_per_mm",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,sas,npsi",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,sas,ienfd_per_mm",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"age,duration_months,npsi,ienfd_per_mm",4,35,3,3,0.9650349650349651,0.9428571428571428,0.9090909090909091,1.0
"sas,npsi,nf155_mean_nm",3,32,2,4,0.9635627530364372,0.8125,0.8421052631578947,0.7692307692307693
"sas,npsi,nf186_mean_nm",3,32,2,4,0.9635627530364372,0.8125,0.8421052631578947,0.7692307692307693
"sas,ienfd_per_mm,nf155_mean_nm",3,32,2,4,0.9635627530364372,0.8125,0.8421052631578947,0.7692307692307693
